"DateTime","Sensor_id","Vendor","SensorModel","LAT","LONG","Zone","Temp_C","Temp_F","DistToWL_ft","DistToWL_m","DistToDF_ft","DistToDF_m","AlertTriggered","SensorStatus"
21-04-26 19:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 19:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 19:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 20:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 20:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 20:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 20:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 21:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.711286089238845,2.96,9.665354330708661,2.946,"N","Normal"
21-04-26 21:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 21:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 21:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 22:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 22:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 22:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 22:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 23:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 23:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.678477690288714,2.95,9.665354330708661,2.946,"N","Normal"
21-04-26 23:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.678477690288714,2.95,9.665354330708661,2.946,"N","Normal"
21-04-26 23:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.678477690288714,2.95,9.665354330708661,2.946,"N","Normal"
